epoch,auc,binary_accuracy,learning_rate,loss,val_auc,val_binary_accuracy,val_loss
0,0.8371565937995911,0.6162779331207275,4.999999873689376e-05,0.1599094569683075,0.9996297955513,0.9936666488647461,0.03549066185951233
1,0.8493335843086243,0.6268062591552734,4.999999873689376e-05,0.12787489593029022,0.9999733567237854,0.9987778067588806,0.010100613348186016
2,0.8567741513252258,0.6214727759361267,4.999999873689376e-05,0.1254260540008545,0.9999701380729675,0.9985554814338684,0.013670044019818306
3,0.8550369143486023,0.6221663951873779,4.999999873689376e-05,0.12611837685108185,0.9999842643737793,0.9989998936653137,0.013076409697532654
4,0.8591920733451843,0.6210551261901855,4.999999873689376e-05,0.12144806981086731,0.9999991059303284,0.9995555281639099,0.014430738054215908
